name,market,tradePrice,marketCap,per,pbr,eps,bps,debtRatio,sales,operatingProfit,netIncome,sectorName,sectorPer,wicsSectorName,high52wPrice,low52wPrice,foreignRatio,listedShareCount,code,vol_today,vol_avg20,vol_mult,amt_avg20,ret_60d,ret_6m,vol_mult_max5,roe,op_margin,debt_pct,off_high_pct,naver_url
금호석유화학,KOSPI,117700.0,2961017152500,10.44,0.48,11300.0,244373.0,0.36654,1779957662890.0,59403454700.0,96292490130.0,,-28.29373,화학,162300.0,102800.0,0.2740203499,25157325,011780,47915.0,80275.75,0.5968801288060217,9374991350.0,-15.687679083094553,-3.286770747740342,1.4457541661086941,4.624078764838996,3.3373521145188656,36.653999999999996,-27.479975354282193,https://finance.naver.com/item/main.naver?code=011780
서울보증보험,KOSPI,42000.0,2932507116000,10.87,0.56,3844.0,74331.0,0.89738,834319781530.0,93471140830.0,57492700600.0,,8.1331,손해보험,64800.0,39650.0,0.0656858498,69821598,031210,15882.0,38866.55,0.40862901389498163,1632412926.25,-14.807302231237319,-9.287257019438444,1.073493788360428,5.171462781342912,11.203275158907283,89.738,-35.18518518518518,https://finance.naver.com/item/main.naver?code=031210
일진전기,KOSPI,60900.0,2904040251000,27.21,4.8,2179.0,12347.0,1.71988,506129977000.0,50762956000.0,35906361000.0,,49.68735,전기장비,147900.0,33500.0,0.1028665593,47685390,103590,244130.0,340287.6,0.7174225566844047,23909595595.0,-30.400000000000006,0.995024875621886,0.9845142755716048,17.648011662752086,10.029628416970844,171.988,-58.82352941176471,https://finance.naver.com/item/main.naver?code=103590
넷마블,KOSPI,35550.0,2912773999050,12.75,0.53,2746.0,66269.0,0.43187,651726759310.0,53053513570.0,210937629760.0,,17.99756,게임엔터테인먼트,69000.0,34200.0,0.2733445813,81934571,251270,153885.0,181351.4,0.8485459720741059,6728273101.25,-30.430528375733857,-26.851851851851848,1.4460654839168599,4.143717273536646,8.140453466444916,43.187,-48.47826086956522,https://finance.naver.com/item/main.naver?code=251270
ISC,KOSDAQ,140500.0,2978186649000,50.75,5.31,2743.0,26223.0,0.16315,68272305650.0,23616393150.0,20599736750.0,,31.93981,반도체와반도체장비,292500.0,55100.0,0.3192148646,21197058,095340,170781.0,347936.9,0.49083899983014156,57405747315.0,-41.33611691022965,28.31050228310503,0.7216509660228622,10.460282957708882,34.591468568631825,16.314999999999998,-51.96581196581196,https://finance.naver.com/item/main.naver?code=095340
케어젠,KOSDAQ,55100.0,2959696500000,137.47,12.99,411.0,4348.0,0.14408,22703788720.0,10211190040.0,11694622360.0,,-12.16819,건강관리업체및서비스,153800.0,44400.0,0.0429399051,53715000,214370,64634.0,92234.15,0.700759967972817,6000267180.0,-42.00000000000001,-21.62162162162162,1.7007800256195782,9.452621895124196,44.9757094110238,14.408000000000001,-64.1742522756827,https://finance.naver.com/item/main.naver?code=214370
현대백화점,KOSPI,139100.0,2999679259200,14.64,0.66,9572.0,210969.0,0.88708,950062292000.0,98784919000.0,64911872000.0,,42.50814,백화점과일반상점,222000.0,67900.0,0.2606472496,21564912,069960,159080.0,167308.85,0.9508164092933518,29349413300.0,51.52505446623095,51.52505446623095,1.2456065533891363,4.5371594878868455,10.39773074163857,88.708,-37.34234234234234,https://finance.naver.com/item/main.naver?code=069960
한국가스공사,KOSPI,32400.0,2990941200000,22.04,0.26,1463.0,123774.0,3.71946,11802205000000.0,910003000000.0,548328000000.0,,8.68,가스유틸리티,46000.0,31150.0,0.1169263809,92313000,036460,75245.0,165728.45,0.4540258477044828,5410824721.25,-12.195121951219512,-15.18324607329843,0.8989283372891015,1.1819929872186405,7.710449022025968,371.946,-29.565217391304344,https://finance.naver.com/item/main.naver?code=036460
포스코DX,KOSPI,18940.0,2879537767260,51.31,4.69,343.0,3752.0,0.44247,241510184530.0,3658162590.0,4011399490.0,,28.21247,IT서비스,45600.0,17090.0,0.0328585451,152034729,022100,605606.0,398898.0,1.5181976344830006,8188674847.75,-46.87237026647967,-29.981515711645102,1.5181976344830006,9.14179104477612,1.5147032399975617,44.247,-58.46491228070175,https://finance.naver.com/item/main.naver?code=022100
F&F,KOSPI,74000.0,2834723550000,7.11,1.5,10611.0,50123.0,0.42977,560898180960.0,153481999730.0,197556497670.0,,9.70244,"섬유,의류,신발,호화품",89000.0,58000.0,0.1296060062,38307075,383220,83144.0,71151.15,1.1685545490129114,5504604135.0,10.447761194029859,15.625,1.1685545490129114,21.169921991899926,27.363611603679892,42.977,-16.85393258426966,https://finance.naver.com/item/main.naver?code=383220
