code,name,market,sectorName,tradePrice,marketCap,per,sectorPer,pbr,roe,debt_pct,op_margin,vol_mult,vol_mult_max5,amt_avg20,ret_60d,ret_6m,off_high_pct,foreignRatio,total,signal,naver_url,s_per,s_sector,s_pbr,s_roe,s_opm,s_debt,s_vol,s_amt,s_size,s_dip
003350,한국화장품제조,KOSPI,,12750.0,288915000000,8.45,45.51779,2.21,26.142659279778396,96.112,19.601578939127048,0.2517860571989049,1.152769578995764,29132753833.75,53.06122448979591,-76.34508348794064,-18.73804971319312,0.0252729921,67.6,💤저평가대기,https://finance.naver.com/item/main.naver?code=003350,8.931818181818183,8.0,2.212,12.0,9.765634670074734,4.888847058823529,0.7638478949788197,9.936301422158271,10.0,1.09225621414914
005880,대한해운,KOSPI,,2105.0,679383150700,3.71,10.3251,0.31,8.378216636744465,63.81,20.11510705074972,0.9062414131402876,1.3159195795220444,4089216250.55,9.635416666666677,-4.966139954853277,-37.8138847858198,0.1254920335,67.2,💤저평가대기,https://finance.naver.com/item/main.naver?code=005880,15.0,8.0,7.0,2.0269299820466795,10.0,6.408941176470588,1.579597897610222,5.672594116465168,8.0,3.4767355982274752
439260,대한조선,KOSPI,,46950.0,1788265873500,6.37,20.35334,1.64,25.79530225012344,47.028,26.873326935033464,0.5076843350455137,1.4541404996038514,3234512327.5,-23.158756137479543,-50.78616352201257,-57.20145852324521,0.0196877134,67.2,💤저평가대기,https://finance.naver.com/item/main.naver?code=439260,11.768181818181816,8.0,3.8080000000000003,12.0,10.0,7.1986823529411765,2.270702498019257,5.163437779800644,2.0,5.0
260970,에스앤디,KOSDAQ,,54000.0,156208716000,7.57,34.47767,1.81,23.896417549979876,39.047,16.632363755173873,0.3564179883441097,0.7404534779204963,1548585490.0,12.149532710280363,-15.625,-59.88112927191679,0.0501414915,67.0,💤저평가대기,https://finance.naver.com/item/main.naver?code=260970,10.131818181818181,8.0,3.332,11.337850529987925,8.019037503043455,7.574258823529412,0.0,3.5640696547830952,10.0,5.0
015230,대창단조,KOSPI,,6520.0,176976402400,5.69,172.69608,0.51,8.91769483054818,27.176,15.408318931359604,1.0188479980181733,2.9170990141933126,575109833.25,7.768595041322324,-4.678362573099415,-12.950600801068092,0.0873857282,66.7,🔥발견시작,https://finance.naver.com/item/main.naver?code=015230,12.695454545454544,8.0,6.972,2.3506168983289086,7.299011136093885,8.0,9.585495070966564,1.4131476926263176,10.0,0.36882510013351144
035890,서희건설,KOSDAQ,,2325.0,482643346200,3.41,35.6928,0.39,11.358193636674647,47.296,18.164297788669604,0.6420820085043047,1.6417213554609038,631841673.9,4.729729729729737,-30.59701492537313,-41.87499999999999,0.0392852185,66.7,💤저평가대기,https://finance.naver.com/item/main.naver?code=035890,15.0,8.0,7.0,3.8149161820047883,8.920175169805649,7.186070588235294,3.208606777304519,1.6174350611224053,8.0,3.984374999999999
318160,셀바이오휴먼텍,KOSDAQ,,6420.0,59946833460,6.09,45.51779,0.95,15.6309963099631,44.706,18.020987142414345,0.2048878622328286,1.5679197632604658,483065224.25,15.053763440860225,-10.33519553072626,-42.67857142857143,0.0506322187,66.4,💤저평가대기,https://finance.naver.com/item/main.naver?code=318160,12.15,8.0,5.739999999999999,6.378597785977861,8.835874789655497,7.307952941176469,2.839598816302329,1.0344225956812814,10.0,4.084821428571429
071280,로체시스템즈,KOSDAQ,,7480.0,114418590440,8.0,29.55114,0.73,9.115132674586434,23.442,16.01650704196965,2.3098221594989727,2.3098221594989727,1284154623.0,11.144130757800896,-25.349301397205597,-46.837242359630416,0.4650700551,66.3,🔥발견시작,https://finance.naver.com/item/main.naver?code=071280,9.545454545454545,8.0,6.356,2.46907960475186,7.656768848217441,8.0,6.549110797494864,3.157480324320865,10.0,4.604655294953802
009900,명신산업,KOSPI,,8630.0,452817247790,5.97,10.15127,0.54,9.037900874635568,91.115,8.87954194877244,7.458582258720254,7.458582258720254,1569685596.75,5.88957055214725,-24.956521739130437,-42.235609103078986,0.0556460568,66.3,🔥발견시작,https://finance.naver.com/item/main.naver?code=009900,12.313636363636366,5.491949939925416,6.888,2.422740524781341,3.4585540875131997,5.1240000000000006,15.0,3.5934570926826037,8.0,4.029451137884873
046940,우원개발,KOSDAQ,,2900.0,52415615000,1.1,35.6928,0.34,30.604243542435423,59.265,5.9885620266731125,0.4498793478660292,0.6686210543077508,372381646.3,-13.690476190476186,-38.2321618743344,-56.12708018154311,0.0684571229,65.9,💤저평가대기,https://finance.naver.com/item/main.naver?code=046940,15.0,8.0,7.0,12.0,1.7579776627488897,6.622823529411765,0.0,0.4693350644914229,10.0,5.0
075580,세진중공업,KOSPI,,10280.0,584412407680,11.44,20.35334,2.54,22.16969395371983,104.641,21.78392448718572,0.3071241593355965,3.4898479796817634,1640206060.25,-26.20244077530509,-45.89473684210527,-62.48175182481752,0.0238635353,65.9,🔥발견시작,https://finance.naver.com/item/main.naver?code=075580,4.854545454545455,5.839067854874598,1.288,10.301816372231897,10.0,4.487482352941176,12.449239898408818,3.6888857873959147,8.0,5.0
