name,market,tradePrice,marketCap,per,pbr,eps,bps,debtRatio,sales,operatingProfit,netIncome,sectorName,sectorPer,wicsSectorName,high52wPrice,low52wPrice,foreignRatio,listedShareCount,code,vol_today,vol_avg20,vol_mult,amt_avg20,ret_60d,ret_6m,vol_mult_max5,roe,op_margin,debt_pct,off_high_pct,naver_url
실리콘투,KOSDAQ,43500.0,2852566962000,15.8,6.24,2756.0,6976.0,0.4,402597050820.0,82969819440.0,72331311450.0,,20.23581,인터넷과카탈로그소매,56100.0,29850.0,0.1369094562,65576252,257720,781167.0,1658378.8,0.4710425627727513,78695433215.0,24.10841654778888,8.614232209737827,0.6298958959195571,39.50688073394495,20.608650577794613,40.0,-22.459893048128343,https://finance.naver.com/item/main.naver?code=257720
iM금융지주,KOSPI,18450.0,2921804877600,7.28,0.47,2511.0,38725.0,15.36345,4171962000000.0,182738000000.0,144782000000.0,,9.39857,은행,22000.0,13050.0,0.4503258985,158363408,139130,281886.0,406373.55,0.693662272064705,7298481879.25,3.535353535353525,8.211143695014655,1.4214212514569415,6.484183344092963,4.380145360863786,1536.345,-16.136363636363637,https://finance.naver.com/item/main.naver?code=139130
넷마블,KOSPI,35200.0,2927176560000,12.8,0.53,2746.0,66269.0,0.35791,749215129330.0,80154994470.0,203858726520.0,,17.67293,게임엔터테인먼트,69000.0,34150.0,0.2718536937,83158425,251270,89487.0,136250.0,0.6567853211009175,5032377940.0,-15.486194477791116,-34.81481481481481,1.7012990825688072,4.143717273536646,10.698528544355497,35.791000000000004,-48.98550724637681,https://finance.naver.com/item/main.naver?code=251270
티에스이,KOSDAQ,260500.0,2881502254500,86.93,8.66,3526.0,35375.0,0.35697,188776809070.0,52503164380.0,42365187630.0,,33.00285,반도체와반도체장비,318500.0,41800.0,0.0967396708,11061429,131290,207373.0,164429.95,1.2611631883364314,42607221225.0,3.168316831683171,145.52309142318566,4.8410402119565195,9.967491166077739,27.81229571505862,35.697,-18.21036106750392,https://finance.naver.com/item/main.naver?code=131290
휴젤,KOSDAQ,231000.0,2891004963000,18.07,2.68,13061.0,87960.0,0.09574,137903428650.0,56030447570.0,44738790810.0,,-69.92914,생물공학,327500.0,208500.0,0.5842698299,12515173,145020,32931.0,35009.4,0.9406330871137466,8642490962.5,-10.465116279069765,-11.66347992351816,1.1909087273703634,14.848794906775808,40.63020631068262,9.574,-29.465648854961835,https://finance.naver.com/item/main.naver?code=145020
SK바이오사이언스,KOSPI,37250.0,2922506599250,-51.84,1.67,-733.0,22806.0,0.48578,155705084520.0,-15737656290.0,-14086496010.0,,46.08491,제약,61300.0,31800.0,0.0602579112,78456553,302440,48863.0,83087.9,0.5880880368862373,3119838685.0,-9.477521263669498,-14.857142857142858,1.1651154981651963,-3.2140664737349818,-10.107348991534398,48.577999999999996,-39.23327895595432,https://finance.naver.com/item/main.naver?code=302440
롯데케미칼,KOSPI,65500.0,2801789944500,-1.36,0.22,-48311.0,298452.0,0.76761,5686369979630.0,110138582640.0,194490759400.0,,-32.42902,화학,119500.0,52500.0,0.210640555,42775419,011170,198013.0,184424.4,1.0736811398057957,11042011365.0,-20.02442002442002,-13.12997347480106,3.6551128809420015,-16.187192580381435,1.936887382188355,76.761,-45.188284518828446,https://finance.naver.com/item/main.naver?code=011170
현대엘리베이터,KOSPI,74300.0,2904564205500,10.33,2.0,7258.0,37450.0,1.91184,692843740390.0,84478649450.0,166912467860.0,,190.12516,기계,113400.0,61800.0,0.2222641827,39092385,017800,62409.0,144694.65,0.4313151868434666,10768481882.5,-9.939393939393938,-14.59770114942529,0.9505741919276214,19.380507343124165,12.193030625122942,191.184,-34.479717813051145,https://finance.naver.com/item/main.naver?code=017800
효성,KOSPI,160300.0,2683487242100,8.13,1.1,19734.0,146168.0,0.81722,733636709690.0,231638674800.0,226319284640.0,,32.03954,복합기업,318000.0,83800.0,0.2158727085,16740407,004800,26918.0,20969.95,1.2836463606255617,3438239015.0,-19.203629032258064,9.64432284541723,1.800385790142561,13.500903070439493,31.57402999883682,81.722,-49.59119496855345,https://finance.naver.com/item/main.naver?code=004800
DN오토모티브,KOSPI,46800.0,2738308482000,8.49,1.19,5440.0,38780.0,1.22313,1249319637000.0,205436080000.0,157872007000.0,,10.13834,자동차부품,67500.0,21550.0,0.058974141,58510865,007340,117054.0,289177.8,0.40478210983000773,15047152631.25,3.7694013303769314,86.45418326693226,0.6511841503739222,14.027849406910779,16.443836622412746,122.313,-30.666666666666664,https://finance.naver.com/item/main.naver?code=007340
